,Unnamed: 0,tweets,clean_text,Sentiment
715,715,Santa grotto helps boy with epilepsy http://bbc.in/1HBk7aS,santa grotto helps boy epilepsy,NEUTRAL
716,716,VIDEO: Ebola 'decline' but not last epidemic http://bbc.in/1B0IaOl,video ebola decline last epidemic,NEUTRAL
717,717,VIDEO: Britons 'in denial about obesity' http://bbc.in/1EckSuB,video britons denial obesity,NEGATIVE
718,718,Planned NHS cash changes spark anger http://bbc.in/1EbZ1mZ,planned nhs cash changes spark anger,NEGATIVE
719,719,Three e-cigarette TV adverts banned http://bbc.in/1CGSITK,three cigarette tv adverts banned,NEGATIVE
720,720,Ebola crisis 'likely to last a year' http://bbc.in/1CGSGv8,ebola crisis likely last year,NEUTRAL
721,721,VIDEO: GP Christmas closure patient advice http://bbc.in/1HxOJK6,video gp christmas closure patient advice,NEUTRAL
722,722,Smartphones 'changing our brains' http://bbc.in/1t7Lzf7,smartphones changing brains,NEUTRAL
723,723,VIDEO: Healthcare workers' Ebola battle http://bbc.in/1AWTYkD,video healthcare workers ebola battle,NEUTRAL
724,724,The west Africa you don't see http://bbc.in/1JOW5wI,the west africa see,NEUTRAL
725,725,US childhood 'safer than in 1970s' http://bbc.in/1JOKdee,us childhood safer,POSITIVE
726,726,Christmas closures - plan ahead http://bbc.in/1CC1nXC,christmas closures plan ahead,NEUTRAL
727,727,Scientists attack student exit plan http://bbc.in/13WgAr9,scientists attack student exit plan,NEUTRAL
728,728,VIDEO: NHS: Help elderly to ease A&amp;E pressure http://bbc.in/1E6b7xN,video nhs help elderly ease amp pressure,NEUTRAL
729,729,Ebola vaccine 'promising in Africa' http://bbc.in/1JLejiP,ebola vaccine promising africa,NEUTRAL
730,730,Tackle loneliness to 'shield' A&amp;E http://bbc.in/1JLelHi,tackle loneliness shield amp,NEUTRAL
731,731,E-readers 'damage sleep and health' http://bbc.in/1JLejiL,readers damage sleep health,NEGATIVE
732,732,VIDEO: DNA project 'revolution' in diagnosis http://bbc.in/1JHOEaP,video dna project revolution diagnosis,NEUTRAL
733,733,NHS to start era of DNA-medicine http://bbc.in/1CqPvb2,nhs start era dna medicine,NEUTRAL
734,734,VIDEO: 'Ambulance targets may help patients' http://bbc.in/13RIFQy,video ambulance targets may help patients,NEUTRAL
735,735,Ambulance targets plan revealed http://bbc.in/1JBXoPG,ambulance targets plan revealed,NEUTRAL
736,736,VIDEO: Fixing bones with a household drill http://bbc.in/1Hi0jcj,video fixing bones household drill,NEUTRAL
737,737,First UK reservists join Ebola fight http://bbc.in/1vbBrgJ,first uk reservists join ebola fight,NEUTRAL
738,738,Asthma inhalers 'not used properly' http://bbc.in/1v9DKko,asthma inhalers used properly,POSITIVE
739,739,NHS to start era of DNA-medicine http://bbc.in/1Jq1KsW,nhs start era dna medicine,NEUTRAL
740,740,Ebola kills top Sierra Leone doctor http://bbc.in/1Jj76WW,ebola kills top sierra leone doctor,NEUTRAL
741,741,EU approves first stem cell therapy http://bbc.in/1GZoBHM,eu approves first stem cell therapy,NEUTRAL
742,742,Stem cell scandal scientist resigns http://bbc.in/1Jf13Tk,stem cell scandal scientist resigns,NEUTRAL
743,743,NHS staff to strike in new year http://bbc.in/13HFRVU,nhs staff strike new year,NEUTRAL
744,744,A&amp;E has 'worst week' in England http://bbc.in/1wrJ1rX,amp worst week england,NEGATIVE
745,745,VIDEO: Robotic suit helps patients to walk http://bbc.in/1wrJ3jy,video robotic suit helps patients walk,NEUTRAL
746,746,VIDEO: Disability work scheme 'lacks cash' http://bbc.in/1JeoT1v,video disability work scheme lacks cash,NEGATIVE
747,747,Painkillers 'cut skin cancer risk' http://bbc.in/13FoHIH,painkillers cut skin cancer risk,NEUTRAL
748,748,Brain's 'internal compass' found http://bbc.in/13iPo4X,brain internal compass found,NEUTRAL
749,749,'Support vulnerable doctors' call http://bbc.in/13FmI6Z,support vulnerable doctors call,MIXED
750,750,VIDEO: A night on the SOS bus http://bbc.in/1wp3MV5,video night sos bus,NEUTRAL
751,751,VIDEO: Hunt: NHS getting record funds http://bbc.in/13fElcV,video hunt nhs getting record funds,NEUTRAL
752,752,Obesity 'is a disability' - EU law http://bbc.in/1Ahj2V5,obesity disability eu law,NEUTRAL
753,753,Autism link to air pollution raised http://bbc.in/1Ahj1QT,autism link air pollution raised,NEUTRAL
754,754,Drug allergy: Culprit protein found http://bbc.in/1Ahj2ED,drug allergy culprit protein found,NEUTRAL
755,755,VIDEO: Visiting the doctor via the internet http://bbc.in/1C2QFJw,video visiting doctor internet,NEUTRAL
756,756,Ill teenagers not to be held in cells http://bbc.in/1J5z7Bm,ill teenagers held cells,NEGATIVE
757,757,VIDEO: Smoking in cars 'harmful for children' http://bbc.in/13zM3PJ,video smoking cars harmful children,NEGATIVE
758,758,Car smoke ban 'to start in October' http://bbc.in/1J2AxfY,car smoke ban start october,NEUTRAL
759,759,VIDEO: Fewer or more nurses in NHS today? http://bbc.in/1J2AzUR,video fewer nurses nhs today,NEUTRAL
760,760,Rules for babies 'from three people' http://bbc.in/1Abqzoo,rules babies three people,NEUTRAL
761,761,Cancer bungle 'down to incompetence' http://bbc.in/1AoiuuA,cancer bungle incompetence,NEGATIVE
762,762,NHS winter: Your questions answered http://bbc.in/1J2jlXU,nhs winter your questions answered,NEUTRAL
763,763,S Leone houses searched for Ebola http://bbc.in/1J1QhQi,leone houses searched ebola,NEUTRAL
764,764,VIDEO: UK may allow 'three parent babies' http://bbc.in/1wfOthk,video uk may allow three parent babies,NEUTRAL
765,765,VIDEO: NHS 'over-reliant on foreign nurses' http://bbc.in/1wfOqSL,video nhs reliant foreign nurses,MIXED
766,766,Auditors question public health spend http://bbc.in/1Al5feh,auditors question public health spend,NEUTRAL
767,767,Mental health support for mothers http://bbc.in/13vMo6b,mental health support mothers,NEUTRAL
768,768,E-cigarettes 'can help smokers quit' http://bbc.in/136XY6P,cigarettes help smokers quit,NEUTRAL
769,769,Fat 'breathed out' of body via lungs http://bbc.in/136Y0vr,fat breathed body lungs,NEUTRAL
770,770,UK to aid children affected by Ebola http://bbc.in/135T1eA,uk aid children affected ebola,NEUTRAL
771,771,Flu jabs needed after outbreak http://bbc.in/1wdAFnF,flu jabs needed outbreak,NEGATIVE
772,772,A&amp;E units 'creaking under pressure' http://bbc.in/1xp7wr8,amp units creaking pressure,NEGATIVE
773,773,'Liquid nitrogen drink' bar charged http://bbc.in/1xp7wr3,liquid nitrogen drink bar charged,NEUTRAL
774,774,Care home scalding death accidental http://bbc.in/1BR58bx,care home scalding death accidental,NEUTRAL
775,775,Baby death prompts first aid review http://bbc.in/1GLB69T,baby death prompts first aid review,NEUTRAL
776,776,Child car smoking ban bill launched http://bbc.in/1IXcGOJ,child car smoking ban bill launched,NEUTRAL
777,777,Ambulance service asks for help http://bbc.in/1A2HgSQ,ambulance service asks help,NEUTRAL
778,778,Superbug found in Rio Olympic waters http://bbc.in/1A2HeKD,superbug found rio olympic waters,NEUTRAL
779,779,"Yoga may protect heart, study finds http://bbc.in/1uQHg2W",yoga may protect heart study finds,NEUTRAL
780,780,"Me, my friend Pru, and our memories http://bbc.in/12YvNH9",me friend pru memories,NEUTRAL
781,781,Ebola serum supply reaches Liberia http://bbc.in/1BKtUK4,ebola serum supply reaches liberia,NEUTRAL
782,782,A&amp;E waiting time target questioned http://bbc.in/1w9itLR,amp waiting time target questioned,MIXED
783,783,VIDEO: 'Why I'm having my breasts removed' http://bbc.in/1uMDV4X,video why breasts removed,NEUTRAL
784,784,Bowel surgery death rate 'higher' http://bbc.in/1AbB6he,bowel surgery death rate higher,NEUTRAL
785,785,Rare disease service 'overwhelmed' http://bbc.in/1IS8orT,rare disease service overwhelmed,NEGATIVE
786,786,Victims of a craze for cosmetic surgery http://bbc.in/1AbB49f,victims craze cosmetic surgery,NEUTRAL
787,787,Shift workers 'sicker and fatter' http://bbc.in/1BFg63L,shift workers sicker fatter,NEUTRAL
788,788,Could a stove save children's lives? http://bbc.in/1xfzp4J,could stove save children lives,NEGATIVE
789,789,Poor hygiene 'deadly in childbirth' http://bbc.in/1xc1V7x,poor hygiene deadly childbirth,NEGATIVE
790,790,UK reservists to join Ebola fight http://bbc.in/1IJvMro,uk reservists join ebola fight,NEUTRAL
791,791,VIDEO: Burnham on Clegg privatisation claims http://bbc.in/1GtYybu,video burnham clegg privatisation claims,NEUTRAL
792,792,VIDEO: Burnham: Worst week on record in A&amp;E http://bbc.in/1IJh6Zc,video burnham worst week record amp,NEGATIVE
793,793,Cardiff surgeons' musical medicine http://bbc.in/1zFPeBf,cardiff surgeons musical medicine,NEUTRAL
794,794,Boys' self-harm A&amp;E visits 'rising' http://bbc.in/1zF6RkC,boys self harm amp visits rising,NEUTRAL
795,795,Allergy laws enforced in restaurants http://bbc.in/1vWIVIB,allergy laws enforced restaurants,NEUTRAL
796,796,Memory lapses may signal stroke risk http://bbc.in/1vWIVIw,memory lapses may signal stroke risk,NEUTRAL
797,797,Hospitals âface mounting pressuresâ http://bbc.in/1utLfST,hospitals face mounting pressures,NEUTRAL
798,798,New camera checks Broadmoor patients http://bbc.in/1IFIur4,new camera checks broadmoor patients,NEUTRAL
799,799,U-turn over obese surgery bar plan http://bbc.in/1IFtQjF,turn obese surgery bar plan,NEUTRAL
800,800,Ebola vaccine trial 'interrupted' http://bbc.in/1GoFhbx,ebola vaccine trial interrupted,NEUTRAL
801,801,Mental health job scheme 'damaging' http://bbc.in/1ICOLE6,mental health job scheme damaging,NEGATIVE
802,802,'Sugar worse than salt' row erupts http://bbc.in/1x3UFKM,sugar worse salt row erupts,NEGATIVE
803,803,Scientists make 'feel full' chemical http://bbc.in/1BbFbmo,scientists make feel full chemical,NEUTRAL
804,804,Superbugs to kill 'more than cancer' http://bbc.in/1x3UFKI,superbugs kill cancer,NEGATIVE
805,805,What happens when NHS patients are referred to private hospitals? http://bbc.in/1x3QdLW,what happens nhs patients referred private hospitals,NEUTRAL
806,806,Concerns over 'eHospital' system http://bbc.in/1unwctM,concerns ehospital system,NEUTRAL
807,807,"VIDEO: 'Too many medicines, not enough health' http://bbc.in/1unkr6I",video too many medicines enough health,MIXED
808,808,NHS 'in trouble' without migrants http://bbc.in/12vt9IL,nhs trouble without migrants,NEGATIVE
809,809,Kenya women sue over sterilisation http://bbc.in/1x260Lj,kenya women sue sterilisation,NEUTRAL
810,810,VIDEO: Clegg smoking question 'a bit harsh' http://bbc.in/1zvy6ho,video clegg smoking question bit harsh,NEGATIVE
811,811,England 'nation of pill-poppers' http://bbc.in/1zNWyZw,england nation pill poppers,NEUTRAL
812,812,WHO: Ebola 'running ahead of us' http://bbc.in/1zswPrg,who ebola running ahead us,NEUTRAL
813,813,VIDEO: WHO: 'Ebola running ahead of us' http://bbc.in/1GhK5zm,video who ebola running ahead us,NEUTRAL
814,814,New complaints over NHS ombudsman http://bbc.in/1ujkHUd,new complaints nhs ombudsman,NEUTRAL
815,815,Firms awarded third of NHS contracts http://bbc.in/1vM4r2F,firms awarded third nhs contracts,NEUTRAL
816,816,VIDEO: Locum doctors plugging A&amp;E gaps http://bbc.in/1wXB3b6,video locum doctors plugging amp gaps,NEUTRAL
817,817,Locum doctors prop up A&amp;E services http://bbc.in/1uhOywj,locum doctors prop amp services,NEUTRAL
818,818,Hospital deaths inquiry launched http://bbc.in/1GelSKe,hospital deaths inquiry launched,NEUTRAL
819,819,Ready meals may count in five a day http://bbc.in/12mD5UL,ready meals may count five day,NEUTRAL
820,820,'Long wait' for abuse counselling http://bbc.in/1ueGkFd,long wait abuse counselling,MIXED
821,821,Labour pledges cancer therapy fund http://bbc.in/1wVyPc9,labour pledges cancer therapy fund,NEUTRAL
822,822,Maternal death rates 'are falling' http://bbc.in/1Is79zb,maternal death rates falling,NEUTRAL
823,823,Halving of malaria deaths celebrated http://bbc.in/1zGOTfA,halving malaria deaths celebrated,NEUTRAL
824,824,Halving of malaria deaths celebrated http://bbc.in/1zGOR7x,halving malaria deaths celebrated,NEUTRAL
825,825,Sierra Leone tops Ebola cases http://bbc.in/1ubzLmE,sierra leone tops ebola cases,NEUTRAL
826,826,Interesting NHS data no-one is looking at http://bbc.in/1zjAw2t,interesting nhs data one looking,NEUTRAL
827,827,"Call to ""redefine"" physical activity http://bbc.in/1ATtSPG",call redefine physical activity,NEUTRAL
828,828,Disability fund closure ruled lawful http://bbc.in/12WxqFW,disability fund closure ruled lawful,NEUTRAL
829,829,Midwife facing baby drugs charges http://bbc.in/12WxsNT,midwife facing baby drugs charges,NEUTRAL
830,830,Â£8m compensation for disabled boy http://bbc.in/12WxqFV,compensation disabled boy,MIXED
831,831,VIDEO: Schools at risk from 'deadly' pollution http://bbc.in/12h72FI,video schools risk deadly pollution,NEGATIVE
832,832,Alcohol price law 'could save Â£900m' http://bbc.in/12gMgpT,alcohol price law could save,NEGATIVE
833,833,'Take care complaints seriously' http://bbc.in/1ImGT9q,take care complaints seriously,MIXED
834,834,Air pollution 'public health crisis' http://bbc.in/1zD8bCz,air pollution public health crisis,NEGATIVE
835,835,VIDEO: Autism-friendly event goes national http://bbc.in/12b2XD7,video autism friendly event goes national,NEUTRAL
836,836,Child abuse viewers 'need treatment' http://bbc.in/1vySUDF,child abuse viewers need treatment,NEGATIVE
837,837,VIDEO: Scotland's Royal Blind School re-opens http://bbc.in/1ABcMWA,video scotland royal blind school opens,NEUTRAL
838,838,Suicide 'not always inevitable' http://bbc.in/1wIpyUW,suicide always inevitable,NEGATIVE
839,839,VIDEO: 'Shocking' disability access to shops http://bbc.in/1AArwoE,video shocking disability access shops,NEGATIVE
840,840,Why 361 needles are better than one http://bbc.in/1IbQNe6,why needles better one,NEGATIVE
841,841,Shops' disability access 'shocking' http://bbc.in/1tU6XyY,shops disability access shocking,NEGATIVE
842,842,Text reminders 'stop medicine waste' http://bbc.in/1AxAJhG,text reminders stop medicine waste,NEGATIVE
843,843,VIDEO: 'Why does my breastfeeding offend?' http://bbc.in/12If23t,video why breastfeeding offend,NEGATIVE
844,844,Ebola: 'basic care being missed' http://bbc.in/1267Htr,ebola basic care missed,NEGATIVE
845,845,VIDEO: SWAN children given new hope http://bbc.in/1I9tL7G,video swan children given new hope,NEUTRAL
846,846,Apology for wrong GP risk data http://bbc.in/1vvzAHk,apology wrong gp risk data,MIXED
847,847,VIDEO: 'We weren't told of kidney risks' http://bbc.in/1z1oCdv,video we told kidney risks,NEUTRAL
848,848,Disabled man 'put up for auction' http://bbc.in/1tQj9B0,disabled man put auction,NEUTRAL
849,849,"Breastfeed discreetly, urges Farage http://bbc.in/1ztHOiz",breastfeed discreetly urges farage,NEGATIVE
850,850,Nigerian medics join Ebola response http://bbc.in/1ztHOir,nigerian medics join ebola response,NEUTRAL
851,851,Brain scan call for mild strokes http://bbc.in/1FSSoS7,brain scan call mild strokes,NEUTRAL
852,852,Obese lose up to eight years of life http://bbc.in/1FSSoS6,obese lose eight years life,MIXED
853,853,VIDEO: Do PE classes affect adult exercise? http://bbc.in/1tPuam3,video do pe classes affect adult exercise,NEUTRAL
854,854,NHS should welcome 'citizen whistleblowers' http://bbc.in/1vtCv3f,nhs welcome citizen whistleblowers,NEUTRAL
855,855,Cancer patients 'often unaccompanied' http://bbc.in/1tNANVL,cancer patients often unaccompanied,NEUTRAL
856,856,More breastfeeding 'worth millions' http://bbc.in/1vtCs7u,more breastfeeding worth millions,NEUTRAL
857,857,Gut bacteria 'help attack malaria' http://bbc.in/1tMCXoJ,gut bacteria help attack malaria,NEUTRAL
858,858,No criticism over transplant deaths http://bbc.in/1vskS3N,no criticism transplant deaths,NEUTRAL
859,859,AUDIO: 'I had drink problem whilst pregnant' http://bbc.in/1FQ1GOH,audio drink problem whilst pregnant,NEGATIVE
860,860,Court rejects foetal alcohol damages http://bbc.in/1tIQNIG,court rejects foetal alcohol damages,NEUTRAL
861,861,'It's not just about the money' http://bbc.in/1vqCxJd,it money,POSITIVE
862,862,Drug 'repairs spinal cord injuries' http://bbc.in/11WlF0V,drug repairs spinal cord injuries,NEUTRAL
863,863,'No evidence' flu drug caused deaths http://bbc.in/1I0HyNO,no evidence flu drug caused deaths,NEUTRAL
864,864,Polish toddler survives night at -7C http://bbc.in/1yPNipc,polish toddler survives night,POSITIVE
865,865,Monitor to launch inquiry into trust http://bbc.in/1FNfkSJ,monitor launch inquiry trust,NEUTRAL
866,866,Smokers and obese face surgery bar http://bbc.in/1zjOYpm,smokers obese face surgery bar,NEUTRAL
867,867,Elderly 'need to drink more fluid' http://bbc.in/11UyeKm,elderly need drink fluid,NEUTRAL
868,868,Fears as children use e-cigarettes http://bbc.in/1zipqJk,fears children use cigarettes,NEGATIVE
869,869,VIDEO: Home birth 'could be best option' http://bbc.in/11SrH2A,video home birth could best option,NEUTRAL
870,870,Guidance says home births can be best http://bbc.in/1tBMMpv,guidance says home births best,NEUTRAL
871,871,Med diet 'keeps us genetically young' http://bbc.in/1vjRFIm,med diet keeps us genetically young,NEUTRAL
872,872,Obama demands $6bn for Ebola fight http://bbc.in/1tBf4Ai,obama demands bn ebola fight,MIXED
873,873,VIDEO: 'I was terrified to be around food' http://bbc.in/12o2CNV,video terrified around food,NEGATIVE
874,874,Late night food 'breeds weight gain' http://bbc.in/1FK5kcP,late night food breeds weight gain,NEUTRAL
875,875,VIDEO: Is TTIP really a threat to the NHS? http://bbc.in/1FJG6vc,video is ttip really threat nhs,NEGATIVE
876,876,Patient care faces 'serious' impact http://bbc.in/1zdyQpm,patient care faces serious impact,NEUTRAL
877,877,Child abuse hospital faces claims http://bbc.in/1HURhVC,child abuse hospital faces claims,NEUTRAL
